car_make,car_model,car_year,price,location,salesperson,purchase_date,customer_name,customer_email,sales_channel
Cadillac,DeVille,2001,97145.58,Houston,Katerina Loukes,12/11/2011,Web Lovemore,wlovemoren7@google.nl,Online
Volvo,960,2022,56348.79,Miami,Dukey Lanchester,5/25/2004,Carmella Skin,cskinn8@ebay.co.uk,Dealership
BMW,M3,1966,44443.07,Los Angeles,Adam Siddon,4/26/2007,Basilio Willavoys,bwillavoysn9@fastcompany.com,Dealership
Mercedes-Benz,E-Class,1910,15319.77,New York,Raul Kendall,10/30/2014,Sophronia Poad,spoadna@theatlantic.com,Dealership
Ford,Lightning,1981,54627.27,Los Angeles,Arlyne Cullen,4/17/2019,Devina Stidson,dstidsonnb@latimes.com,Dealership
Chevrolet,S10 Blazer,2012,21818.44,Los Angeles,Claire Griffoen,4/26/2000,Kara Bolan,kbolannc@simplemachines.org,Dealership
Maserati,Quattroporte,1904,50519.87,New York,Gregoor Heinle,4/16/2011,Washington Gobbet,wgobbetnd@flickr.com,Online
Buick,LeSabre,1997,4423.95,Los Angeles,Mick MacNeilly,9/18/2013,Hermann Kock,hkockne@nyu.edu,Auction
Ford,Mustang,1992,92177.57,Miami,Timofei Kaas,5/30/2005,Weidar Lapre,wlaprenf@gravatar.com,Dealership
Mercedes-Benz,SL-Class,2013,59576.13,Los Angeles,Robbi Trusler,9/15/2014,Flo Gelland,fgellandng@guardian.co.uk,Auction
Volvo,S60,1932,24637.16,Miami,Lorry Bunhill,3/30/2000,Kizzie Bifield,kbifieldnh@blogtalkradio.com,Auction
Hyundai,Tiburon,1991,85389.36,Houston,Maury Mattusov,9/28/2006,Delainey Berridge,dberridgeni@nhs.uk,Auction
Saab,9-7X,1903,92937.0,Houston,Gloria Render,7/12/2004,Kaela Garaway,kgarawaynj@jugem.jp,Auction
Lexus,GS,1963,67675.8,Miami,Iorgo Bonallack,5/14/2016,Tyrus Bigg,tbiggnk@buzzfeed.com,Dealership
Spyker,C8,2012,67728.38,Chicago,Wiley Kibbey,10/1/2017,Jon Gatecliffe,jgatecliffenl@rakuten.co.jp,Dealership
Spyker,C8,1909,67150.15,Chicago,Casandra Liffe,6/15/2003,Arlin Shurrocks,ashurrocksnm@yellowbook.com,Dealership
Chrysler,Voyager,1958,44089.35,Los Angeles,Ollie O'Gavin,5/4/2010,Ada De'Ath,adeathnn@woothemes.com,Auction
BMW,X5,1975,11322.46,Chicago,Constanta Ferrara,11/6/2002,Michaeline Proudman,mproudmanno@naver.com,Dealership
Mercury,Mariner,1960,17567.31,Miami,Carma Liffey,6/23/2017,Crissy Ramalho,cramalhonp@desdev.cn,Dealership
Chevrolet,Camaro,2007,44753.28,Houston,Zebadiah Orr,1/7/2001,Loria Ernke,lernkenq@wikipedia.org,Online
Toyota,Land Cruiser,1964,93399.67,Chicago,Garik Tollmache,9/4/2011,Joane Sporner,jspornernr@mail.ru,Auction
Chevrolet,S10,1999,54201.62,Houston,Chan Tasker,1/12/2018,Licha Goacher,lgoacherns@chron.com,Online
Aston Martin,DBS,1955,78188.5,Chicago,Angelique Dodamead,4/26/2018,Roderic Jillett,rjillettnt@163.com,Online
Buick,Riviera,1904,46101.79,Miami,Renata Spearman,9/7/2022,Fayette O'Donnelly,fodonnellynu@tmall.com,Auction
Toyota,Tacoma,1982,38563.5,Chicago,Lucilia Aysik,4/22/2013,Vitoria Rubrow,vrubrownv@huffingtonpost.com,Auction
Bentley,Continental Flying Spur,1944,71610.64,Miami,Nikaniki Strognell,8/31/2012,Delcina Nisuis,dnisuisnw@vistaprint.com,Dealership
BMW,M Roadster,1921,19727.21,Chicago,Stinky Mahaddy,8/26/2010,Pooh Brugh,pbrughnx@squidoo.com,Dealership
Chevrolet,Avalanche 2500,2019,84109.22,New York,Nester Hadgkiss,8/13/2010,Kelcy Mauser,kmauserny@dion.ne.jp,Dealership
Isuzu,Hombre,2013,77178.85,Houston,Lana Klimochkin,4/16/2013,Adriana Jerrim,ajerrimnz@myspace.com,Auction
Subaru,Baja,1972,55667.01,Los Angeles,Earl Ewbanks,3/30/2000,Evania Mossom,emossomo0@hibu.com,Auction
Nissan,Armada,1904,84769.31,Los Angeles,Bartholemy Eva,10/18/2021,Sabrina Molloy,smolloyo1@cdbaby.com,Dealership
Cadillac,Escalade,1902,24861.6,Miami,Ashley Battye,6/29/2000,Jard Goldstraw,jgoldstrawo2@cafepress.com,Online
Pontiac,Safari,1987,33544.86,Chicago,Turner Havill,4/26/2002,Loren Legrice,llegriceo3@surveymonkey.com,Auction
Volvo,XC90,1988,44769.0,Los Angeles,Deck Searjeant,6/20/2007,Saloma Girardet,sgirardeto4@mysql.com,Online
Mercury,Grand Marquis,2013,70373.96,New York,Marline Flowers,2/20/2010,Carita Griss,cgrisso5@microsoft.com,Auction
GMC,Savana 2500,1920,45415.98,New York,Gordie Gautrey,11/20/2021,Melina Bernhart,mbernharto6@infoseek.co.jp,Auction
Honda,del Sol,1983,20645.85,Los Angeles,Kennedy Downer,7/1/2011,Zia Leggett,zleggetto7@europa.eu,Online
Ford,Mustang,1907,1834.26,Chicago,Dacia Leap,5/17/2007,Erna Funnell,efunnello8@nps.gov,Online
Buick,LeSabre,1922,78582.63,Houston,Rachele Franceschino,10/6/2000,Blair Vasilechko,bvasilechkoo9@usnews.com,Dealership
Pontiac,Firebird,1960,67803.91,Houston,Lory Joderli,1/27/2008,Merilee Easby,measbyoa@fema.gov,Auction
Pontiac,Firebird,1934,12339.14,Houston,Virgilio Twitchings,9/5/2007,Magdalen Estable,mestableob@ask.com,Dealership
Mitsubishi,Outlander,2017,72215.91,Los Angeles,Tyrone Seacroft,9/13/2013,Leigha Tuson,ltusonoc@bloglines.com,Online
Toyota,MR2,2008,12638.22,New York,Stacee Lerigo,12/9/2022,Obed Crotty,ocrottyod@skyrock.com,Auction
Infiniti,QX,1963,82010.77,Chicago,Dusty Houndson,2/9/2016,Marlyn Storton,mstortonoe@economist.com,Auction
Nissan,Xterra,1927,30664.24,Los Angeles,Anne Strick,5/4/2019,Berthe Dikle,bdikleof@google.ru,Auction
Buick,Skyhawk,1992,37613.35,Los Angeles,Ellene Drakeford,6/17/2010,Graham Crellim,gcrellimog@ft.com,Auction
Nissan,Sentra,1978,49160.81,Houston,Sarene Jakovijevic,6/30/2016,Kristin Trodd,ktroddoh@infoseek.co.jp,Online
Land Rover,Range Rover Classic,2014,57149.86,Chicago,Moise Atherley,10/9/2010,Hayyim Bodd,hboddoi@blogger.com,Online
GMC,Savana 2500,1927,43348.5,New York,Vale Soles,9/6/2004,Guthrie Fulham,gfulhamoj@ebay.com,Dealership
MINI,MINI,1933,51322.39,Miami,Dagny Wabb,4/16/2016,Renate Lightollers,rlightollersok@washington.edu,Dealership
Hyundai,Tucson,1947,4273.09,Los Angeles,Marina Rallin,4/5/2006,Arlin Eyre,aeyreol@psu.edu,Dealership
Dodge,Dakota Club,1987,28757.13,Houston,Garrek Aleksankov,8/3/2020,Nerti Rosetti,nrosettiom@icq.com,Online
Acura,Integra,1908,11727.66,Houston,Mylo Silverman,3/13/2006,Gene Mostyn,gmostynon@jimdo.com,Dealership
Saturn,Sky,1998,81303.45,Houston,Clerc Liccardi,6/5/2009,Mabel Baily,mbailyoo@reuters.com,Online
GMC,Suburban 2500,1976,39439.94,Miami,Aryn Bendig,6/7/2010,Rollin Feldhuhn,rfeldhuhnop@about.com,Dealership
Ford,Escort,2002,92138.53,Miami,Edythe Oseman,1/4/2022,Kalinda Vaar,kvaaroq@japanpost.jp,Online
Ford,Crown Victoria,2015,12807.24,Houston,Berky Piesold,2/9/2018,Gregoire Matthiesen,gmatthiesenor@opera.com,Auction
Honda,Prelude,1923,97245.58,Miami,Gilberta Scuse,5/5/2013,Jasen Malcher,jmalcheros@ihg.com,Auction
Ford,E250,2019,4915.42,Miami,Cherice Boliver,7/8/2012,Sylvester Blandamere,sblandamereot@ftc.gov,Dealership
Saab,900,2018,82640.83,Los Angeles,Dyna Goodrick,11/7/2011,Elinor Gallichan,egallichanou@state.tx.us,Auction
Ford,Escort,1905,23798.09,New York,Marven Wilmut,1/4/2020,Chris Talby,ctalbyov@google.ru,Online
Jeep,Patriot,1966,97914.36,Los Angeles,Delora Fere,4/7/2006,Theadora Bathersby,tbathersbyow@harvard.edu,Auction
Jaguar,S-Type,2000,35136.22,Houston,Fredra Corr,9/8/2009,Tobi Coller,tcollerox@marriott.com,Dealership
Chrysler,Crossfire,2015,40207.18,Miami,Fletcher Brehault,5/26/2021,Marlee Dranfield,mdranfieldoy@ebay.co.uk,Online
Toyota,Yaris,1960,95701.31,Houston,Berkeley McVeagh,2/12/2001,Sabrina Persence,spersenceoz@wp.com,Auction
Toyota,Tacoma,1989,99672.53,New York,Caralie McAtamney,4/13/2000,Iggie Hurleston,ihurlestonp0@youtube.com,Online
Mercury,Monterey,1900,60526.43,Miami,Anastassia MacElharge,6/11/2006,Putnam Taverner,ptavernerp1@storify.com,Dealership
Infiniti,G37,1948,9989.63,Los Angeles,Edgardo Scholtis,5/27/2013,Waly Fonteyne,wfonteynep2@slideshare.net,Auction
Volvo,XC70,2002,1906.32,Houston,Shelton Klinck,3/20/2015,Clayson Botha,cbothap3@time.com,Dealership
BMW,8 Series,1978,44107.61,Los Angeles,Tamma Doneld,6/20/2012,Dina Ponder,dponderp4@blogspot.com,Dealership
Audi,S8,1907,49572.68,Houston,Cris Pendred,10/9/2016,Forrester McKimm,fmckimmp5@csmonitor.com,Auction
Pontiac,Firefly,1974,38474.87,Chicago,Corabella Beedom,7/16/2007,Madelene Neligan,mneliganp6@amazon.co.jp,Online
Ford,Explorer Sport Trac,2014,38020.12,Miami,Chrisy Bownass,8/4/2011,Ruthie Reyna,rreynap7@newyorker.com,Dealership
Buick,Lucerne,2005,52957.87,Los Angeles,Ricki Rigmond,11/22/2002,Aileen Witch,awitchp8@webmd.com,Online
Pontiac,1000,1909,55194.5,Miami,Adi Plampin,5/30/2021,Korney Delnevo,kdelnevop9@biglobe.ne.jp,Auction
Porsche,Boxster,1930,10059.74,Miami,Mar Jirak,10/21/2013,Tammara Capron,tcapronpa@free.fr,Online
Nissan,Pathfinder,1910,67409.56,Chicago,Bronson Ortega,5/11/2016,Cyrus Chern,cchernpb@phpbb.com,Online
BMW,Z3,2007,56188.92,Houston,Arri Sarney,4/13/2006,Sollie Perrins,sperrinspc@weather.com,Auction
Hummer,H1,1900,89462.84,Chicago,Dre McNaught,12/24/2019,Allina Wellan,awellanpd@constantcontact.com,Online
Ford,Explorer,1921,7847.87,Miami,Humphrey Kettlesting,9/25/2005,Camey Houselee,chouseleepe@google.ca,Auction
BMW,3 Series,1964,44674.58,Miami,Pat Standfield,3/12/2009,Mallissa Rizzardini,mrizzardinipf@ovh.net,Auction
Cadillac,XLR-V,1902,79292.22,Los Angeles,Joletta MacRory,9/24/2018,Fonsie Mattheeuw,fmattheeuwpg@disqus.com,Auction
Porsche,Carrera GT,2016,34786.96,Miami,Ebony Ickovicz,4/5/2000,Vikky Botfield,vbotfieldph@sogou.com,Online
Lexus,IS,1981,21428.69,Miami,La verne McPhillimey,5/30/2018,Giffer Blakeborough,gblakeboroughpi@canalblog.com,Dealership
Saab,9-3,1952,98158.93,New York,Calv Roskrug,8/10/2002,Arthur Rowntree,arowntreepj@dagondesign.com,Auction
Mazda,626,1962,63144.15,Miami,Shari Callander,6/4/2010,Margarete Ewbanke,mewbankepk@unicef.org,Auction
Chevrolet,TrailBlazer,1957,84984.8,Chicago,Kory Prator,8/26/2006,Dorolice Elijahu,delijahupl@twitpic.com,Auction
Pontiac,Grand Prix,1950,71627.62,Houston,Davita Amesbury,11/18/2022,Daisie Lowman,dlowmanpm@hc360.com,Auction
Volkswagen,Golf,1950,55578.75,New York,Jacki O'Hartagan,4/25/2004,Dahlia Skellen,dskellenpn@wired.com,Dealership
Honda,Passport,1982,68625.98,Houston,Junia Handrek,7/15/2005,Quent Lattin,qlattinpo@theglobeandmail.com,Auction
Panoz,Esperante,1911,40312.56,Chicago,Harlan Winman,12/21/2022,Mordy Manuely,mmanuelypp@cam.ac.uk,Auction
BMW,X5 M,1952,59134.02,Miami,Renado McGlade,12/18/2018,Olivia Kurdani,okurdanipq@usda.gov,Auction
Subaru,SVX,1907,57689.09,Miami,Novelia Gronav,11/12/2010,Tobias Bestar,tbestarpr@about.com,Auction
Aston Martin,Vantage,2005,70352.57,Miami,Montgomery Butterley,10/6/2015,Morrie Puckham,mpuckhamps@printfriendly.com,Dealership
Chevrolet,Silverado 2500,2008,7732.69,Los Angeles,Ernaline Sinnett,8/10/2012,Dorelia Taber,dtaberpt@ehow.com,Dealership
Infiniti,QX,1987,36753.45,Miami,Laryssa Bunten,12/9/2020,Robbin Kear,rkearpu@smugmug.com,Online
Pontiac,G6,1938,50574.3,Miami,Brand Iashvili,2/28/2016,Twila Gillis,tgillispv@japanpost.jp,Auction
Ford,Mustang,1982,29220.79,Chicago,Deeann Cornell,5/7/2001,Ara Le Breton,alepw@virginia.edu,Auction
Honda,Civic Si,1991,2300.9,New York,Vinni Oddboy,11/25/2019,Conn Broxis,cbroxispx@irs.gov,Online
Ford,Explorer,2007,68430.49,Chicago,Simon Pyrah,2/17/2017,Paton Hullin,phullinpy@moonfruit.com,Online
Ford,E-Series,2018,30481.36,New York,Rosie Batty,12/13/2009,Romona Dufton,rduftonpz@webnode.com,Online
Audi,Coupe GT,2021,72642.84,Los Angeles,Ashley Batham,7/2/2022,Erinn Bleasdille,ebleasdilleq0@cisco.com,Auction
Chevrolet,Camaro,2010,83884.1,Houston,Ibbie Beamont,3/20/2018,Justinn Benedick,jbenedickq1@clickbank.net,Online
Bentley,Continental Super,2011,52202.52,Los Angeles,Yvette Kiebes,1/15/2012,Shelbi Kertess,skertessq2@fotki.com,Auction
Hyundai,Scoupe,1972,66647.2,New York,Enrico Casemore,12/14/2015,Chevalier Tomes,ctomesq3@rakuten.co.jp,Dealership
Saturn,Outlook,1928,97518.93,New York,Aldo Blodgetts,1/3/2013,Loralee Hunnybun,lhunnybunq4@spiegel.de,Auction
Dodge,Durango,2022,83613.57,Houston,Ailey Daniel,2/26/2015,Sibylle Lies,sliesq5@cnet.com,Dealership
Ford,E-Series,1975,58065.16,Houston,Monika Braund,9/23/2018,Ruy Coggon,rcoggonq6@prweb.com,Dealership
Cadillac,Escalade ESV,1938,12508.55,New York,Anallise McVie,12/26/2008,Farra Tattoo,ftattooq7@theguardian.com,Online
Mazda,MPV,1964,61872.84,New York,Tildy Alywin,5/27/2017,Seth Mc Kellen,smcq8@photobucket.com,Auction
Chevrolet,S10,1913,66629.29,Miami,Jerry Albert,10/2/2006,Thadeus Francesconi,tfrancesconiq9@multiply.com,Auction
Saab,9000,1948,74388.76,New York,Catie Brahan,4/17/2006,Lazarus Odney,lodneyqa@cnn.com,Dealership
Maserati,Quattroporte,1942,80671.43,New York,Cody Ohrtmann,12/6/2012,Corliss Adamkiewicz,cadamkiewiczqb@nymag.com,Online
Mitsubishi,Chariot,1973,29892.75,Miami,Celine Effemy,4/18/2010,Laureen Liepmann,lliepmannqc@goo.gl,Dealership
Subaru,SVX,1969,2913.21,Chicago,Winnie Grocott,11/20/2020,Timmie Jenne,tjenneqd@cnet.com,Dealership
BMW,530,1995,85087.08,Chicago,Franky Gallyon,10/22/2021,Tove Hightown,thightownqe@about.com,Dealership
Acura,SLX,1998,95657.26,Houston,Vin Woodwing,9/12/2007,Drusy Dorrian,ddorrianqf@dailymotion.com,Auction
Ford,E250,1909,69109.24,New York,Alaric Snel,8/15/2010,Francene Bottomer,fbottomerqg@acquirethisname.com,Dealership
Kia,Sephia,1921,14944.48,Miami,Filip Javes,9/12/2001,Mia Mance,mmanceqh@apache.org,Auction
Pontiac,Grand Prix,2011,53616.03,Miami,Arden Sine,8/12/2015,Layla Todeo,ltodeoqi@tmall.com,Dealership
Land Rover,Defender,2014,4691.59,Miami,Gareth Levy,6/9/2003,Shani Dowda,sdowdaqj@java.com,Dealership
Maserati,Spyder,1951,72705.2,Chicago,Gil Cavee,3/28/2008,Ketti Gunter,kgunterqk@miibeian.gov.cn,Auction
Ford,Econoline E250,2015,90246.55,Chicago,Joyce Danneil,2/16/2022,Amos Malyan,amalyanql@webnode.com,Auction
Buick,Reatta,1914,62621.98,Houston,Skipp Rist,5/9/2016,Rickie Hailwood,rhailwoodqm@prweb.com,Dealership
Toyota,Solara,1935,64725.94,Miami,Hamnet Grady,8/15/2003,Mordy Tweed,mtweedqn@columbia.edu,Dealership
Honda,Prelude,1975,88797.94,Houston,Natty Bolte,5/29/2007,Roxi Lachaize,rlachaizeqo@dot.gov,Online
Chevrolet,Avalanche,1928,79361.7,Chicago,Hewet O'Fallone,9/21/2001,Tarrah Measey,tmeaseyqp@naver.com,Dealership
Ford,Focus,1911,98081.79,New York,Bernhard Dyne,1/18/2022,Adelaide Kempson,akempsonqq@hud.gov,Dealership
Volkswagen,Fox,2016,55870.36,Miami,Shellie Fullerlove,10/11/2008,Marje Dowe,mdoweqr@army.mil,Online
Lexus,RX Hybrid,1948,48568.74,New York,Debor Hawker,2/24/2013,Elora Casero,ecaseroqs@livejournal.com,Auction
Audi,A3,1905,37833.87,Chicago,Jonathon Halsey,9/8/2019,Rahal Struan,rstruanqt@baidu.com,Auction
Pontiac,Grand Prix Turbo,1988,94451.17,Los Angeles,Denyse Eixenberger,2/2/2009,Hermine Henryson,hhenrysonqu@so-net.ne.jp,Dealership
Dodge,Monaco,2006,8986.26,Houston,Derril Aharoni,9/11/2018,Claresta Verman,cvermanqv@furl.net,Dealership
GMC,Savana 2500,1930,34093.28,Miami,Ferne Rau,5/11/2001,Daryl Clement,dclementqw@purevolume.com,Dealership
Chevrolet,G-Series 1500,1939,28265.39,Houston,Gabriell Imlen,9/5/2022,Emmerich Kroon,ekroonqx@japanpost.jp,Auction
Subaru,Legacy,2011,18357.96,Miami,Seward Aulsford,5/30/2003,Romy Dicke,rdickeqy@rediff.com,Online
Dodge,Avenger,1983,39645.68,Los Angeles,Julietta Ibbetson,5/30/2003,Obie Wedlock,owedlockqz@mayoclinic.com,Auction
Honda,Prelude,1992,41085.66,Los Angeles,Berny Lavington,6/2/2013,Eloise Oherlihy,eoherlihyr0@wiley.com,Auction
Ford,Ranger,2015,39061.29,New York,Timothy Del Dello,2/7/2013,Grissel Tranckle,gtranckler1@census.gov,Online
GMC,Safari,1993,76975.03,New York,Aila Egdal,4/5/2001,Samaria Rebeiro,srebeiror2@kickstarter.com,Online
Volvo,V70,1927,89448.58,Houston,Erica Gaitone,10/23/2016,Wallas Spieck,wspieckr3@sciencedirect.com,Dealership
GMC,Yukon,1912,11092.44,New York,Niko Spino,1/13/2002,Talya Mangam,tmangamr4@usatoday.com,Online
Toyota,Celica,1949,33259.77,Los Angeles,Allix Bineham,7/11/2004,Reidar Coutthart,rcoutthartr5@salon.com,Dealership
Infiniti,Q,1900,81815.94,Miami,Shawn Blees,4/26/2017,Averill Chudleigh,achudleighr6@mapy.cz,Online
Saab,9000,1996,56550.02,Houston,Roddy Morgon,8/3/2003,Kimbra O'Mullaney,komullaneyr7@paginegialle.it,Dealership
Kia,Optima,1999,93087.57,New York,Theodora Daville,12/3/2008,Nevil Corzor,ncorzorr8@1und1.de,Dealership
GMC,Sierra 2500,1942,17351.3,Miami,Lezlie Thredder,4/1/2016,Pammy Kildale,pkildaler9@linkedin.com,Dealership
Pontiac,Firebird,1914,82630.38,Los Angeles,Dynah Conibear,6/3/2010,Horatius McPhillimey,hmcphillimeyra@fda.gov,Dealership
Dodge,Intrepid,1933,57588.67,New York,Perl McNay,4/1/2010,Burtie Bendare,bbendarerb@rediff.com,Auction
BMW,7 Series,1959,98187.07,New York,Godart Rodie,3/27/2011,Abbe Chiswell,achiswellrc@squarespace.com,Online
Mitsubishi,Cordia,2017,35818.78,Miami,Noami Swanborough,10/11/2020,Marris McColley,mmccolleyrd@gravatar.com,Dealership
Hummer,H1,1930,96696.42,Chicago,Salome Beccera,10/18/2006,Fleming Skunes,fskunesre@woothemes.com,Auction
Ford,E-Series,1922,43523.22,Miami,Kimbra Ortes,11/5/2000,Dalila Oven,dovenrf@google.es,Online
Mercedes-Benz,E-Class,1926,62671.74,Los Angeles,Blinnie Dressell,3/28/2010,Travers Challenor,tchallenorrg@sbwire.com,Online
Audi,A8,1920,43838.63,Houston,Trstram Reef,4/19/2020,Nefen Dinzey,ndinzeyrh@dedecms.com,Online
Ford,Transit Connect,1989,15198.62,Chicago,Rudie Davidde,1/26/2011,Maryanne Couronne,mcouronneri@huffingtonpost.com,Online
Subaru,Forester,1984,56465.31,Los Angeles,Johnath Deesly,10/18/2007,Enid Keach,ekeachrj@photobucket.com,Online
Lexus,SC,1908,84058.41,Chicago,Gilles Herries,9/18/2017,Perkin Bezemer,pbezemerrk@netscape.com,Auction
Cadillac,Escalade EXT,1978,91149.82,Miami,Odille Creaser,4/16/2021,Sibbie Lushey,slusheyrl@geocities.com,Online
Acura,NSX,2014,92132.66,Los Angeles,Anabal Gave,12/12/2010,Merlina Vogl,mvoglrm@taobao.com,Auction
Toyota,4Runner,1985,76003.64,Los Angeles,Zsa zsa Vanyard,7/17/2002,Bellanca Snipe,bsnipern@mit.edu,Online
Acura,TL,1933,79382.95,Houston,Vidovik Egle,1/11/2001,Conny Simoneton,csimonetonro@arizona.edu,Auction
BMW,Z3,1927,5726.44,Miami,Emmalyn Mollon,11/23/2010,Noak Mackrill,nmackrillrp@behance.net,Dealership
Chevrolet,Suburban 1500,1989,74131.55,Houston,Marijo Featley,5/21/2021,Bear Jarville,bjarvillerq@tamu.edu,Dealership
Pontiac,Torrent,1988,24188.07,New York,Linzy Thornebarrow,5/8/2006,Tansy Summerley,tsummerleyrr@gizmodo.com,Online
